Hours_Studied	Attendance	Access_to_Resources	Sleep_Hours	Previous_Scores	Tutoring_Sessions	Exam_Score												
19	97	Medium	8	73	2	68												
22	81	Low	7	80	1	67												
26	82	Low	7	79	1	69												
8	91	Low	6	98	1	67												
18	73	Medium	5	65	1	63												
21	79	Medium	7	88	0	65												
14	99	Medium	6	86	2	71												
30	87	Medium	8	53	1	70												
16	66	Medium	7	97	5	68												
20	65	Medium	8	97	0	65												
23	68	High	6	70	4	68												
16	91	Medium	5	71	2	69												
9	72	High	10	91	1	62												
17	61	High	7	75	2	62												
26	98	Low	8	90	1	72												
18	67	Medium	5	52	0	64												
15	60	Medium	7	63	0	58												
26	69	Medium	9	55	1	66												
18	69	Low	5	73	1	64												
17	77	High	10	93	3	68												
21	97	Low	7	78	0	69												
25	95	High	6	76	1	71												
34	78	High	8	68	1	71												
25	76	Medium	9	53	0	67												
27	82	Low	6	88	2	71												
17	70	Medium	6	79	2	64												
14	62	Medium	7	97	0	62												
20	98	Medium	8	72	1	70												
21	67	High	7	70	2	63												
14	68	Medium	8	99	0	66												
19	79	Medium	8	57	2	65												
22	80	High	7	63	1	69												
22	61	Low	6	74	1	63												
23	66	Medium	7	76	1	64												
22	75	Medium	10	77	2	66												
17	87	Medium	7	61	4	67												
17	69	High	9	96	2	66												
13	77	High	6	85	2	65												
31	82	Medium	7	63	2	72												
20	96	Medium	8	65	0	70												
19	73	Medium	9	94	1	67												
14	65	High	9	69	4	64												
38	80	Medium	5	78	1	72												
14	90	Medium	9	56	0	65												
17	64	Low	10	63	0	62												
22	77	High	6	71	3	67												
24	61	Medium	6	83	0	64												
26	61	Medium	7	64	0	63												
31	79	High	7	98	1	72												
23	72	Medium	6	61	1	66												
14	94	Medium	5	89	0	70												
18	84	Low	9	68	0	66												
22	78	High	6	92	1	70												
32	76	Low	6	96	0	67												
12	80	Medium	7	59	1	64												
27	62	Medium	5	75	2	67												
21	96	High	5	58	0	72												
25	100	Low	6	85	1	72												
19	67	Medium	8	92	2	68												
15	65	Medium	7	69	1	64												
25	66	Medium	4	70	1	66												
24	86	High	9	60	0	68												
26	86	Low	8	65	0	66												
20	94	High	7	66	1	70												
16	90	High	7	58	1	70												
11	78	High	8	65	0	62												
25	85	Medium	10	95	0	69												
23	88	Medium	8	66	2	69												
14	81	Medium	7	64	2	66												
17	79	High	5	69	4	68												
17	86	High	7	98	2	71												
11	82	Medium	8	88	1	64												
15	86	High	7	60	2	67												
13	85	High	6	88	2	68												
18	89	High	8	88	0	67												
16	86	Medium	6	98	1	68												
10	81	High	8	95	5	69												
32	87	High	6	55	0	71												
28	78	Low	4	73	3	68												
15	70	High	6	85	0	65												
22	60	Medium	7	99	1	63												
23	82	Medium	8	54	0	65												
27	84	High	8	68	3	72												
15	99	Medium	5	75	2	67												
27	74	High	7	71	1	69												
17	76	Medium	6	73	3	67												
12	68	Medium	6	68	2	64												
24	63	Low	6	99	0	62												
28	91	Medium	7	90	2	71												
36	70	High	10	87	2	70												
13	84	Medium	10	71	1	64												
24	88	Medium	6	94	0	69												
18	79	Medium	7	55	1	65												
25	95	High	7	57	2	73												
11	78	Low	7	98	2	64												
12	71	High	8	78	2	64												
15	96	Medium	7	58	3	70												
20	94	Low	6	97	2	70												
16	67	High	9	99	2	64												
24	61	Medium	5	94	3	64												
26	64	Medium	7	62	3	66												
24	71	High	5	64	1	66												
30	99	Medium	5	70	2	74												
22	82	High	8	79	2	69												
13	75	High	6	100	1	67												
28	96	Medium	4	98	5	73												
16	78	Medium	6	96	0	66												
25	73	Medium	6	54	2	67												
29	98	High	5	88	3	75												
23	94	High	8	94	2	73												
11	94	Medium	5	67	2	67												
14	80	Low	6	61	0	65												
28	92	Medium	7	87	1	71												
19	67	Medium	6	55	1	63												
20	83	Low	6	97	2	68												
25	99	High	6	58	0	72												
24	72	High	5	73	2	67												
22	92	High	6	99	1	71												
19	80	Low	8	99	1	67												
18	62	High	6	89	0	66												
25	91	High	7	92	3	72												
23	67	Low	9	98	2	64												
18	85	Medium	8	96	0	68												
26	63	High	5	81	0	65												
19	98	High	8	87	1	74												
15	72	Low	9	80	4	65												
15	69	Low	6	75	2	63												
14	65	Medium	5	94	5	65												
18	98	High	6	87	0	70												
27	88	High	7	93	0	71												
15	90	Medium	8	55	1	66												
21	80	Medium	6	79	2	69												
16	79	High	4	66	2	67												
18	64	High	5	76	1	64												
11	82	High	8	81	2	67												
19	70	High	10	92	1	67												
19	99	Medium	7	52	1	70												
23	92	High	9	58	2	71												
21	77	Low	5	96	2	68												
13	66	High	6	98	1	65												
27	91	Medium	4	53	1	70												
21	65	High	8	67	1	64												
21	68	High	6	50	3	67												
20	68	Low	8	88	5	63												
17	82	Low	6	84	2	65												
21	91	Medium	10	78	2	70												
23	73	High	10	85	1	67												
10	63	High	4	77	3	60												
17	79	High	8	62	1	64												
18	90	Medium	6	88	1	65												
22	69	Medium	8	89	0	64												
27	69	Low	5	93	1	67												
15	98	Medium	9	98	0	71												
17	98	Medium	9	87	0	69												
17	100	High	5	53	1	70												
15	92	Medium	7	51	1	69												
18	68	High	7	87	3	69												
25	68	Medium	8	53	2	64												
14	74	Medium	7	66	0	63												
23	73	Medium	8	57	3	67												
10	98	Medium	7	98	0	66												
17	92	High	8	66	2	69												
18	89	Medium	5	53	5	69												
30	67	Medium	7	97	2	69												
18	96	High	9	80	1	72												
7	93	High	9	52	1	65												
8	67	Medium	7	92	0	63												
20	95	Medium	7	58	1	69												
24	71	Medium	9	90	3	69												
22	63	Low	7	80	2	64												
21	86	Low	9	59	2	69												
27	86	High	7	88	1	72												
17	64	Low	7	73	1	62												
25	73	Medium	5	82	1	66												
10	100	Medium	5	93	2	65												
15	87	High	8	63	0	69												
9	89	Low	10	68	1	65												
18	69	Medium	7	100	3	67												
20	63	Medium	7	75	2	63												
21	71	Medium	9	78	2	66												
20	70	Medium	8	64	0	61												
14	69	Medium	4	71	1	64												
19	68	Low	8	75	1	64												
11	83	Medium	5	63	2	65												
28	73	Low	7	62	3	68												
18	93	High	6	80	1	69												
17	67	Medium	6	59	0	61												
30	79	High	7	78	3	72												
13	61	Low	8	85	4	61												
13	79	High	7	60	1	66												
13	62	Medium	9	87	1	60												
20	99	Low	9	68	1	69												
23	92	High	9	100	1	72												
24	80	High	7	99	2	69												
35	63	High	6	90	0	71												
7	84	High	7	67	1	64												
24	90	Low	9	97	3	71												
17	68	Medium	9	100	1	64												
16	83	Medium	4	73	3	67												
16	93	Low	7	81	2	67												
15	91	High	4	50	1	66												
30	92	Medium	7	52	3	73												
25	95	High	6	75	1	73												
20	98	Medium	6	80	0	70												
28	76	Medium	8	66	5	70												
11	83	Low	6	55	0	62												
12	92	Low	7	89	1	68												
7	88	High	6	71	0	65												
16	100	High	7	82	2	73												
21	61	Medium	8	83	1	65												
21	74	High	6	77	0	66												
21	71	Medium	8	59	3	64												
12	70	High	7	81	0	63												
25	69	Medium	7	66	0	62												
21	88	Medium	6	91	0	70												
24	63	Medium	8	60	3	65												
9	90	Medium	8	65	0	64												
22	88	Medium	7	72	4	70												
13	70	Medium	7	87	1	62												
18	70	Medium	8	86	5	67												
23	85	Low	8	67	1	66												
21	90	High	7	76	2	74												
15	95	High	9	62	2	69												
20	94	High	8	89	0	70												
11	99	Medium	10	60	1	68												
27	83	Low	5	91	3	70												
19	96	Medium	8	97	3	71												
27	92	Low	9	100	2	73												
17	96	Medium	9	93	3	69												
17	60	Low	7	61	1	61												
15	99	Medium	5	71	0	68												
25	79	Low	9	54	1	66												
16	92	Low	6	58	0	67												
24	65	High	7	52	1	64												
18	76	High	10	82	1	67												
8	71	Medium	5	77	0	61												
17	72	Medium	8	96	2	65												
13	65	High	6	73	0	62												
20	92	High	6	82	0	69												
13	60	High	7	70	1	61												
26	73	Medium	8	91	4	69												
19	67	Low	8	96	1	64												
19	84	Low	9	72	1	65												
24	70	High	6	54	1	64												
26	70	High	5	58	1	68												
20	80	Medium	6	86	1	67												
15	86	Medium	8	66	0	68												
9	65	Medium	7	89	2	61												
16	67	High	4	87	5	69												
16	70	High	4	85	0	64												
21	99	Medium	7	91	3	74												
18	76	Medium	8	88	1	66												
24	84	Medium	6	82	1	68												
16	70	High	8	50	3	65												
20	80	High	5	76	0	66												
27	63	Low	7	80	2	66												
22	61	Low	7	98	3	65												
20	79	Medium	8	83	3	67												
16	76	Medium	5	79	0	65												
16	65	Medium	5	77	1	63												
15	88	Medium	8	55	1	67												
17	100	High	5	71	2	70												
25	76	High	6	57	0	68												
19	85	Medium	9	53	1	66												
12	99	Medium	7	66	3	67												
31	93	Low	8	82	2	72												
22	79	High	8	93	0	68												
12	89	High	8	91	1	66												
17	65	Medium	7	65	0	62												
21	80	Low	6	52	1	65												
30	71	Low	10	70	3	67												
13	66	Medium	7	66	3	62												
26	77	Low	7	69	1	66												
28	65	Medium	8	78	1	67												
16	88	Medium	6	52	2	68												
18	78	Medium	6	69	1	66												
14	81	High	9	78	0	68												
19	66	Medium	6	72	2	62												
20	66	High	8	83	1	64												
24	83	Low	8	59	1	68												
27	99	Low	7	58	2	71												
16	64	Medium	7	65	2	63												
8	71	Medium	8	55	1	62												
20	95	Low	7	62	1	69												
22	63	Medium	4	54	0	62												
21	95	Medium	9	70	3	71												
18	81	High	6	86	3	69												
21	76	Medium	7	64	1	66												
29	72	Medium	5	50	0	64												
22	72	High	6	78	1	65												
18	72	High	6	85	1	68												
17	95	Medium	7	70	1	69												
19	89	Medium	6	65	2	68												
30	87	Medium	10	75	3	71												
19	92	Medium	7	55	1	66												
20	70	Low	8	82	2	65												
17	85	Medium	7	87	1	68												
27	78	High	8	85	0	72												
32	91	Medium	4	66	3	75												
23	72	Low	6	92	2	67												
20	86	Medium	6	97	1	67												
20	95	Medium	6	65	2	70												
6	76	Medium	8	63	5	64												
24	63	Medium	8	85	1	65												
21	81	Medium	7	85	1	68												
23	74	High	7	76	1	67												
16	87	Medium	10	96	1	66												
18	98	Medium	7	57	0	69												
18	79	High	4	74	2	64												
26	79	High	8	52	1	68												
18	86	Medium	8	53	5	68												
32	64	High	9	53	1	65												
23	70	Medium	8	75	0	65												
12	97	Medium	6	79	1	65												
19	87	Medium	8	50	0	67												
16	61	Medium	7	82	2	63												
7	68	Medium	9	74	1	62												
30	87	Medium	9	61	2	73												
24	91	High	7	51	2	72												
23	94	Medium	8	58	5	71												
21	72	Medium	9	80	3	67												
12	97	Low	7	83	0	66												
17	82	High	10	82	1	68												
25	88	High	9	58	0	70												
14	84	Medium	6	96	2	66												
5	65	High	7	71	0	56												
19	99	High	8	88	1	71												
19	65	High	10	58	2	64												
21	70	Medium	8	74	2	65												
24	93	Medium	7	76	2	70												
24	85	Low	9	89	1	70												
22	94	High	7	81	2	71												
27	81	High	6	70	0	70												
11	75	High	8	64	3	62												
23	97	Medium	6	99	1	72												
24	61	Medium	10	64	0	62												
13	94	Medium	7	56	2	67												
11	69	Medium	8	65	0	58												
16	94	Medium	6	66	3	69												
16	66	Low	9	56	0	60												
25	83	High	7	85	2	72												
16	96	Medium	7	81	0	66												
15	79	High	7	66	2	66												
16	90	High	5	100	1	69												
27	92	Medium	7	83	2	70												
20	89	Medium	8	85	2	70												
19	97	High	5	78	0	70												
19	78	High	9	78	2	67												
28	67	Medium	7	51	2	67												
16	62	Low	7	89	0	59												
28	70	Medium	4	96	1	67												
21	66	Medium	7	56	1	65												
19	82	Medium	5	90	1	68												
35	67	High	6	77	1	71												
14	62	Medium	5	64	2	61												
18	61	Medium	6	96	0	63												
13	93	High	7	51	1	67												
26	84	Medium	7	64	1	69												
30	74	High	8	94	0	70												
30	96	Low	4	74	0	69												
27	63	Medium	7	80	1	66												
19	99	Low	7	87	1	70												
18	85	Medium	6	57	2	67												
10	67	High	6	61	0	61												
32	87	High	9	100	2	74												
23	91	High	10	62	1	70												
17	77	Medium	4	77	0	66												
28	94	High	6	65	1	73												
14	66	Medium	5	93	1	62												
22	71	Low	7	98	2	65												
19	64	Medium	9	57	0	62												
24	68	Medium	8	80	1	64												
20	70	Medium	7	91	1	63												
11	97	Medium	7	91	1	69												
20	63	Medium	7	72	3	63												
26	77	Medium	8	61	1	67												
20	81	Low	8	69	1	65												
25	96	High	8	88	0	71												
14	100	Medium	4	100	3	71												
20	90	Medium	7	78	0	69												
16	99	High	7	60	2	71												
24	91	Medium	8	52	1	68												
20	99	Medium	7	97	2	70												
24	88	High	8	74	0	71												
27	63	Medium	6	86	1	68												
24	76	High	8	83	1	69												
22	86	Medium	9	95	4	71												
14	74	Medium	5	63	2	63												
20	71	Medium	5	72	4	66												
17	83	Medium	8	96	1	67												
18	97	Low	7	79	3	71												
18	61	Low	9	54	0	59												
14	91	Medium	7	60	0	67												
8	89	High	8	62	2	66												
16	99	High	6	100	1	72												
21	97	High	8	61	0	70												
12	90	Medium	8	93	3	68												
20	81	Medium	6	54	0	63												
31	68	Medium	9	59	3	69												
26	82	Medium	4	94	0	67												
30	91	High	7	95	1	75												
22	96	Low	5	59	0	67												
27	92	High	5	61	0	74												
16	68	High	8	77	1	66												
16	84	High	5	53	2	65												
4	73	Medium	5	97	1	60												
27	60	High	8	68	1	63												
29	68	High	5	74	3	69												
17	65	High	9	55	1	64												
18	94	Medium	8	52	1	68												
15	70	Medium	6	73	2	63												
22	71	Medium	8	56	0	65												
27	98	High	4	82	0	74												
10	75	High	8	90	2	65												
22	60	Medium	5	52	0	61												
18	71	High	6	81	1	66												
21	65	High	6	91	1	67												
23	64	Medium	9	72	0	66												
19	63	Medium	6	98	4	69												
19	84	Medium	7	56	2	65												
19	68	High	6	66	2	65												
26	74	Medium	6	62	0	66												
23	94	High	5	100	2	73												
21	77	Medium	7	65	2	64												
12	97	Low	7	69	0	67												
18	80	Low	8	92	0	67												
25	76	Low	7	96	3	68												
20	90	Low	7	97	2	71												
24	63	Medium	8	78	0	64												
31	64	Medium	6	83	1	67												
26	86	Low	5	67	2	68												
21	79	Medium	8	80	1	67												
17	92	Medium	6	65	3	70												
5	97	Low	7	87	2	64												
19	76	Medium	6	65	0	63												
18	84	High	6	94	3	71												
22	80	Low	4	57	1	64												
19	99	Low	8	79	3	70												
18	93	High	4	76	3	70												
9	96	High	9	63	1	67												
14	70	Medium	9	51	1	62												
23	91	Medium	6	57	2	69												
30	71	High	9	98	2	69												
19	68	High	10	97	0	62												
22	98	Medium	7	56	1	70												
26	61	Medium	8	69	2	66												
15	99	Medium	7	73	1	69												
22	66	Low	9	74	3	65												
16	93	High	5	65	0	66												
25	71	Medium	7	96	2	69												
21	74	Medium	8	95	1	66												
22	69	High	8	51	1	65												
15	83	Low	7	83	1	66												
24	74	Low	9	54	1	63												
33	86	Medium	7	80	0	72												
14	61	Medium	7	93	3	62												
18	63	High	8	82	1	64												
21	64	Low	7	73	2	61												
25	77	Medium	7	98	0	70												
17	93	Medium	6	87	1	67												
3	96	High	10	62	3	66												
28	70	Medium	6	69	2	66												
25	83	Medium	8	88	1	68												
10	91	High	10	51	0	67												
16	72	High	5	53	1	65												
29	76	High	8	93	0	70												
29	81	Medium	7	52	1	69												
26	65	Medium	10	84	1	68												
19	61	Medium	6	66	0	61												
20	66	High	6	91	0	65												
19	85	High	7	92	3	71												
27	63	High	6	98	0	66												
15	68	High	6	55	0	62												
15	74	Low	10	71	0	61												
26	63	High	7	79	1	67												
20	68	High	6	96	0	66												
28	96	High	6	63	1	71												
16	61	High	8	54	0	62												
20	86	Medium	8	60	1	67												
14	75	Medium	6	75	0	64												
20	87	Low	5	84	2	68												
11	84	Medium	7	85	3	67												
17	69	Medium	7	54	1	63												
11	94	High	6	88	2	70												
24	80	High	9	83	1	67												
24	93	High	8	70	1	71												
10	76	Low	7	79	3	62												
28	99	Medium	6	88	3	75												
35	91	Medium	10	63	1	72												
20	99	Low	5	97	4	73												
16	81	Medium	6	57	3	64												
37	79	High	6	95	1	73												
12	90	Low	7	87	2	66												
20	95	Low	8	83	1	69												
21	99	Medium	5	54	1	70												
28	73	High	6	96	1	70												
22	92	High	8	65	0	71												
17	68	High	6	87	0	64												
14	82	High	6	94	7	71												
18	67	Medium	7	62	1	63												
14	74	High	6	96	2	68												
20	97	Medium	7	81	3	71												
17	66	Medium	8	83	4	65												
11	85	Medium	7	96	1	66												
28	84	High	9	76	0	72												
17	65	High	8	72	1	65												
12	73	Medium	7	82	1	60												
19	83	Medium	7	78	2	67												
20	67	High	10	53	1	65												
10	92	Low	6	59	0	64												
22	99	High	7	51	2	72												
14	69	Medium	6	55	3	62												
30	67	Medium	8	86	0	67												
23	78	Medium	10	50	1	67												
18	90	Medium	7	65	4	69												
16	71	High	7	72	1	65												
19	61	High	7	97	0	62												
24	82	Medium	5	66	0	69												
20	98	High	7	89	1	72												
19	76	High	10	70	1	63												
20	77	Medium	8	55	1	64												
16	99	Medium	9	55	1	67												
18	88	Medium	9	72	2	70												
7	89	Low	6	53	3	64												
26	83	Medium	10	79	1	69												
22	99	High	4	75	2	72												
15	88	Medium	7	85	4	69												
31	96	Medium	4	59	3	75												
21	88	Medium	4	80	1	67												
14	89	Medium	8	59	1	67												
25	72	Medium	6	86	0	66												
22	72	Low	9	65	0	64												
22	91	Low	4	81	2	68												
17	72	Medium	7	94	1	66												
23	83	Medium	5	74	3	69												
18	70	Low	7	60	1	65												
23	93	Low	9	94	2	70												
9	64	Low	10	68	0	57												
17	93	Medium	8	87	2	69												
30	84	Low	5	66	0	70												
15	67	Medium	5	65	4	63												
16	82	Medium	7	82	1	66												
17	71	Medium	6	58	3	64												
13	73	High	8	93	0	65												
7	74	Medium	10	69	1	64												
19	63	Low	6	51	2	62												
21	99	Medium	6	65	1	71												
20	61	High	5	89	1	64												
19	86	High	7	93	1	72												
20	75	Medium	7	78	0	64												
26	86	Low	7	65	2	71												
19	74	Medium	8	76	5	68												
17	87	Medium	8	92	3	68												
18	89	Medium	7	66	2	68												
23	88	Medium	7	69	3	69												
28	65	Medium	7	77	1	67												
16	86	Low	7	94	0	66												
21	71	Medium	6	79	1	65												
22	61	High	5	60	0	63												
14	77	Low	7	54	1	62												
20	77	High	6	55	1	67												
11	79	Medium	8	98	2	65												
9	88	Medium	7	91	1	66												
22	72	High	7	88	2	66												
18	73	Medium	8	75	0	64												
21	62	Medium	5	84	5	67												
20	87	Medium	10	56	2	67												
14	83	Low	4	81	1	61												
20	74	Medium	9	91	1	66												
13	88	Medium	7	53	2	66												
28	81	Low	6	65	1	67												
12	79	Medium	5	56	1	64												
19	80	Low	6	63	1	64												
14	85	Medium	7	89	2	67												
23	86	High	7	67	2	68												
18	72	Low	9	84	2	64												
17	66	Medium	7	89	0	63												
25	66	High	7	91	2	68												
20	86	Low	8	94	2	64												
23	95	Medium	7	80	2	70												
14	76	Medium	7	64	3	64												
12	67	Medium	7	58	0	59												
21	90	Medium	8	75	4	71												
18	93	Medium	6	55	3	67												
24	95	Low	6	96	3	73												
20	84	Low	8	72	3	66												
21	94	High	5	94	2	73												
10	61	Medium	7	85	1	62												
31	64	High	6	93	1	69												
19	64	High	8	94	3	66												
24	89	Low	9	53	1	68												
15	63	Medium	6	86	4	65												
22	80	Medium	8	61	1	67												
12	79	Medium	7	99	2	64												
23	72	High	6	89	0	67												
18	95	Low	7	50	3	66												
20	67	Medium	9	96	1	68												
24	74	Medium	7	65	3	68												
13	91	Low	9	71	1	64												
16	61	Medium	7	81	2	63												
23	87	Medium	5	96	2	72												
33	93	Medium	7	96	1	75												
19	97	Medium	5	78	2	71												
24	95	Medium	7	66	2	71												
19	73	Medium	6	64	4	66												
32	83	Medium	10	68	3	71												
10	63	Medium	9	59	0	61												
21	70	Medium	7	83	1	65												
10	64	Low	9	76	1	58												
5	73	Low	6	89	1	62												
22	95	Low	5	55	2	69												
21	74	Low	8	70	1	65												
18	82	Medium	8	62	3	69												
19	77	Medium	6	77	1	68												
39	78	Medium	6	73	0	70												
18	99	Medium	8	72	4	72												
23	72	Medium	4	66	3	66												
16	85	High	8	86	2	68												
22	77	Medium	7	74	2	67												
19	62	Low	8	60	1	61												
18	80	Low	8	77	1	64												
31	93	Medium	6	80	3	74												
27	64	Medium	5	51	1	64												
21	63	Low	9	60	2	64												
6	66	Medium	7	62	2	61												
18	91	High	7	62	3	71												
36	89	Low	8	62	2	72												
19	83	High	6	64	0	68												
27	79	High	8	63	2	69												
29	96	High	8	94	2	74												
21	91	High	9	66	3	70												
15	92	Low	9	67	1	69												
5	93	Low	7	63	2	64												
24	86	Low	8	98	2	71												
15	78	Low	7	77	0	65												
21	95	Medium	7	81	0	71												
13	97	High	5	87	1	71												
18	61	Medium	7	67	5	66												
20	62	Medium	4	98	1	64												
22	98	Medium	7	58	0	70												
13	71	Low	9	73	1	61												
27	95	Medium	8	57	1	71												
16	76	Medium	7	90	0	65												
10	65	High	7	55	0	59												
19	63	Medium	6	78	3	63												
20	66	Medium	6	55	1	64												
21	70	Low	8	73	0	63												
28	80	High	5	64	1	70												
19	88	Medium	5	95	1	70												
19	99	High	8	53	1	72												
13	78	High	7	82	0	65												
25	81	Medium	7	85	3	71												
21	81	Medium	7	94	3	70												
17	82	Low	10	94	1	66												
9	81	Medium	7	99	2	64												
29	60	High	7	63	0	64												
13	60	Low	10	64	1	59												
16	64	High	7	70	5	65												
22	64	Medium	10	77	1	66												
13	88	Medium	4	68	1	67												
11	68	Medium	5	87	1	62												
7	96	Low	6	50	1	65												
24	97	Medium	8	51	3	73												
17	99	Medium	10	86	1	70												
38	98	Medium	6	94	2	75												
14	71	High	8	89	0	66												
14	80	Medium	10	56	1	65												
17	67	Medium	9	97	1	64												
21	92	Low	6	76	2	70												
17	96	High	8	87	0	71												
24	94	Medium	8	60	0	68												
14	77	Medium	6	77	1	64												
12	90	High	8	67	2	67												
9	64	High	6	99	6	65												
7	62	Medium	7	74	3	62												
17	90	High	5	88	1	68												
18	77	Medium	4	80	1	66												
16	100	High	7	55	1	69												
27	64	Medium	7	77	3	68												
27	94	Low	5	77	0	71												
18	79	High	8	86	3	68												
9	93	Low	7	66	0	64												
17	93	Medium	8	93	0	66												
16	97	Low	8	81	0	70												
16	72	Medium	9	52	1	60												
16	98	Medium	8	85	0	69												
16	66	Medium	7	95	1	65												
18	63	High	7	84	1	66												
16	77	Low	10	69	1	64												
21	93	High	8	80	0	71												
22	79	Low	7	59	0	66												
15	93	Low	7	80	0	66												
28	89	Medium	6	75	1	68												
14	68	High	5	51	1	63												
10	98	Low	10	66	1	66												
22	62	Medium	8	60	0	61												
15	96	Low	5	70	4	70												
22	72	High	7	62	5	68												
6	80	Medium	9	92	5	65												
28	77	Medium	6	85	0	69												
24	67	High	6	87	0	67												
11	74	Medium	8	68	0	62												
11	68	High	8	50	2	61												
30	68	High	6	61	1	70												
16	67	Medium	6	88	0	65												
15	80	Medium	8	80	1	65												
6	92	Medium	5	77	1	66												
18	83	High	6	64	1	66												
19	96	Medium	7	54	1	69												
24	85	High	8	89	1	70												
12	88	Medium	6	52	1	63												
11	87	Medium	8	53	1	64												
23	78	Low	9	65	1	65												
26	88	Medium	6	79	1	71												
11	63	Medium	10	100	0	61												
26	94	Low	9	55	2	69												
20	91	Medium	7	74	1	69												
27	70	Medium	7	80	1	66												
20	91	Medium	6	91	3	72												
5	61	Medium	9	84	1	60												
19	69	Low	7	90	0	62												
26	63	Medium	5	76	3	66												
15	91	High	4	72	1	69												
18	90	Medium	7	81	2	69												
19	93	High	7	95	3	71												
3	60	Low	6	78	1	57												
30	80	High	5	80	0	72												
15	88	Medium	4	67	1	66												
23	66	Medium	6	80	1	66												
19	86	Medium	6	81	3	70												
28	63	Medium	8	88	2	67												
22	67	Medium	7	79	1	65												
19	79	Medium	9	60	1	63												
15	86	Low	8	79	3	68												
25	66	Medium	8	65	0	63												
9	67	High	8	54	3	63												
24	68	Medium	5	91	1	68												
13	70	Medium	6	53	2	60												
28	69	Medium	10	82	0	67												
21	76	Low	4	99	0	65												
24	86	Low	7	54	0	68												
20	78	Low	8	61	0	62												
9	91	Low	4	88	2	65												
15	89	Medium	6	55	1	66												
24	65	Medium	10	92	3	67												
21	62	High	7	50	1	60												
27	95	High	6	94	2	74												
22	63	Low	7	53	1	62												
14	66	Medium	6	96	0	61												
15	61	Medium	10	93	0	63												
21	85	Low	6	77	2	66												
6	83	Medium	6	89	1	65												
30	99	Medium	5	54	0	72												
23	95	Medium	7	57	1	70												
27	76	High	7	68	1	71												
11	75	High	9	77	1	64												
27	72	High	5	93	1	70												
33	66	Medium	8	77	2	68												
12	66	High	7	83	1	61												
25	65	Medium	4	84	1	68												
20	65	Medium	6	94	1	64												
11	70	High	6	89	2	64												
23	72	High	10	99	2	71												
25	98	High	8	51	0	72												
16	83	Medium	7	60	0	66												
27	100	Medium	4	97	4	74												
10	75	Medium	4	90	3	65												
11	78	High	8	63	1	64												
21	73	Medium	8	99	1	69												
20	67	Medium	6	93	1	62												
16	66	Medium	7	53	2	62												
25	98	Low	7	91	2	72												
23	99	High	7	89	1	73												
25	62	Low	6	61	1	64												
19	66	Medium	8	83	2	65												
24	77	High	9	99	1	70												
17	67	Medium	6	84	1	66												
32	75	High	5	91	1	70												
15	65	High	6	55	2	63												
33	78	Low	7	86	1	69												
20	71	Medium	8	60	0	64												
12	74	Medium	8	54	2	63												
28	64	Medium	8	78	2	66												
21	77	Medium	8	88	2	68												
25	99	Medium	7	77	0	97												
27	73	Low	9	97	2	67												
22	95	Medium	7	85	0	71												
16	94	Low	8	56	2	66												
26	98	Low	7	97	2	72												
20	92	Medium	7	58	2	70												
24	86	Medium	7	88	1	69												
7	94	Low	9	57	2	66												
23	63	High	7	100	2	69												
16	79	Medium	6	67	2	65												
30	100	High	6	75	0	75												
24	91	Medium	8	73	2	70												
21	98	Low	6	55	1	70												
23	91	High	7	75	2	69												
14	95	Medium	7	57	2	68												
30	88	Medium	6	90	4	73												
32	90	Medium	5	98	0	74												
22	81	Low	5	90	0	66												
30	97	Medium	6	72	1	74												
17	93	Low	5	50	3	67												
15	94	Medium	8	52	1	67												
20	87	High	10	75	3	70												
23	72	High	6	84	1	67												
18	61	Low	6	91	3	80												
23	97	High	6	80	1	70												
22	83	Medium	8	99	4	71												
14	72	Low	8	75	4	64												
23	66	High	7	80	1	68												
25	93	Medium	5	62	0	68												
21	93	Medium	6	67	1	69												
27	93	Low	7	84	1	72												
13	86	Medium	7	80	0	65												
23	75	Low	7	68	1	64												
13	72	High	8	56	1	64												
13	60	Medium	5	67	1	58												
16	93	Medium	7	52	2	69												
14	63	Low	7	79	1	61												
17	85	High	6	66	0	68												
19	80	Medium	6	69	1	66												
25	81	Medium	8	79	1	68												
18	97	High	5	79	2	70												
10	61	Low	10	79	4	62												
27	91	Medium	8	75	2	71												
15	62	Medium	7	74	0	61												
20	62	Medium	7	91	1	64												
23	77	Low	8	73	1	65												
21	63	Medium	6	77	3	63												
27	92	Medium	6	99	4	74												
23	81	High	9	59	2	68												
15	61	Medium	6	86	2	65												
33	62	Medium	7	74	2	66												
21	85	High	6	92	1	69												
19	92	Medium	7	70	2	69												
26	78	Medium	8	65	3	70												
21	82	Medium	10	60	3	70												
22	92	Medium	6	94	1	71												
35	84	Medium	5	86	1	72												
18	69	Low	7	54	1	61												
18	85	High	6	86	1	68												
21	85	Low	7	52	3	66												
26	89	Medium	8	59	1	70												
11	85	Low	10	80	0	63												
8	99	High	6	73	1	68												
16	68	Medium	4	92	1	62												
10	98	High	7	80	3	69												
17	82	Medium	8	98	3	69												
23	87	Low	6	93	1	72												
15	64	Medium	7	67	2	64												
11	75	Medium	7	92	2	63												
20	91	Medium	7	93	1	70												
25	88	Medium	8	98	1	69												
10	62	High	7	51	1	61												
25	82	High	8	94	2	70												
25	64	Medium	4	53	1	64												
26	100	High	6	76	0	76												
27	96	Medium	6	71	2	73												
